id,user,uid,version,changeset,timestamp
10598597,TheDutchMan13,1330847,3,49373876,2017-06-08T17:17:44Z
10598615,TheDutchMan13,1330847,3,49373876,2017-06-08T17:17:45Z
10598646,NE2,207745,8,13474436,2012-10-13T03:45:54Z
10598649,Dami_Tn,2012449,8,25238916,2014-09-05T00:32:59Z
10598664,Dami_Tn,2012449,7,25238727,2014-09-05T00:05:50Z
10598798,Dami_Tn,2012449,8,25238727,2014-09-05T00:05:49Z
10598899,manoharuss,3769434,9,40157001,2016-06-20T13:03:04Z
10598903,NE2,207745,6,13474436,2012-10-13T03:45:51Z
10598918,DaveHansenTiger,7168,1,357767,2007-10-30T16:56:49Z
10598923,Dami_Tn,2012449,8,25238916,2014-09-05T00:32:59Z
10599025,TheDutchMan13,1330847,3,49373876,2017-06-08T17:17:52Z
10599049,balrog-kun,20587,2,4248199,2010-03-27T16:48:03Z
10599059,TheDutchMan13,1330847,3,49373876,2017-06-08T17:17:54Z
10599073,TheDutchMan13,1330847,3,49373876,2017-06-08T17:17:55Z
10599188,TheDutchMan13,1330847,4,49373876,2017-06-08T17:18:02Z
10599212,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:04Z
10599281,balrog-kun,20587,2,4248199,2010-03-27T16:48:21Z
10599285,TheDutchMan13,1330847,4,49373876,2017-06-08T17:18:07Z
10599344,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:11Z
10599352,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:11Z
10599367,dchiles,153669,3,20232306,2014-01-27T16:56:47Z
10599399,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:13Z
10599404,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:13Z
10599521,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:20Z
10599534,TheDutchMan13,1330847,2,49373876,2017-06-08T17:18:21Z
10599573,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:24Z
10599577,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:24Z
10599589,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:25Z
10599603,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:26Z
10599611,TheDutchMan13,1330847,2,49373876,2017-06-08T17:18:27Z
10599640,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:29Z
10599661,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:30Z
10599696,TheDutchMan13,1330847,4,49373876,2017-06-08T17:18:32Z
10599698,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:32Z
10599702,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:32Z
10599707,TheDutchMan13,1330847,4,49373876,2017-06-08T17:18:32Z
10599714,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:33Z
10599779,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:38Z
10599822,balrog-kun,20587,2,4248199,2010-03-27T16:48:55Z
10599858,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:42Z
10599906,TheDutchMan13,1330847,4,49373876,2017-06-08T17:18:46Z
10599926,TheDutchMan13,1330847,4,49373876,2017-06-08T17:18:46Z
10600090,TheDutchMan13,1330847,3,49373876,2017-06-08T17:18:56Z
10600202,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:02Z
10600203,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:02Z
10600205,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:03Z
10600222,TheDutchMan13,1330847,2,49373876,2017-06-08T17:19:04Z
10600236,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:05Z
10600293,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:10Z
10600317,TheDutchMan13,1330847,2,49373876,2017-06-08T17:19:14Z
10600319,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:14Z
10600332,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:15Z
10600355,TheDutchMan13,1330847,2,49373876,2017-06-08T17:19:19Z
10600371,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:21Z
10600409,TheDutchMan13,1330847,4,49373876,2017-06-08T17:19:24Z
10600422,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:27Z
10600436,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:29Z
10600437,TheDutchMan13,1330847,4,49373876,2017-06-08T17:19:29Z
10600438,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:29Z
10600439,TheDutchMan13,1330847,4,49373876,2017-06-08T17:19:29Z
10600441,dchiles,153669,3,20232306,2014-01-27T16:56:49Z
10600479,TheDutchMan13,1330847,4,49373876,2017-06-08T17:19:35Z
10600480,TheDutchMan13,1330847,4,49373876,2017-06-08T17:19:35Z
10600485,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:36Z
10600486,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:36Z
10600491,balrog-kun,20587,2,4248199,2010-03-27T16:50:11Z
10600495,balrog-kun,20587,2,4248199,2010-03-27T16:50:11Z
10600508,TheDutchMan13,1330847,2,49373876,2017-06-08T17:19:38Z
10600517,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:40Z
10600534,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:42Z
10600535,balrog-kun,20587,2,4248199,2010-03-27T16:50:17Z
10600554,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:45Z
10600572,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:47Z
10600574,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:47Z
10600576,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:48Z
10600618,TheDutchMan13,1330847,7,49373876,2017-06-08T17:19:53Z
10600619,TheDutchMan13,1330847,14,49373876,2017-06-08T17:19:53Z
10600620,TheDutchMan13,1330847,4,49373876,2017-06-08T17:19:53Z
10600625,TheDutchMan13,1330847,2,49373876,2017-06-08T17:19:54Z
10600663,TheDutchMan13,1330847,3,49373876,2017-06-08T17:19:59Z
10600668,balrog-kun,20587,2,4248199,2010-03-27T16:50:37Z
10600691,DaveHansenTiger,7168,1,358521,2007-10-30T17:12:49Z
10600702,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:04Z
10600762,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:12Z
10600790,TheDutchMan13,1330847,2,49373876,2017-06-08T17:20:15Z
10600804,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:17Z
10600807,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:17Z
10600812,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:18Z
10600819,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:19Z
10600828,TheDutchMan13,1330847,2,49373876,2017-06-08T17:20:19Z
10600853,balrog-kun,20587,2,4248199,2010-03-27T16:51:09Z
10600854,TheDutchMan13,1330847,7,49373876,2017-06-08T17:20:23Z
10600896,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:28Z
10600920,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:31Z
10601052,TheDutchMan13,1330847,2,49373876,2017-06-08T17:20:37Z
10601070,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:40Z
10601075,TheDutchMan13,1330847,4,49373876,2017-06-08T17:20:40Z
10601197,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:55Z
10601211,TheDutchMan13,1330847,3,49373876,2017-06-08T17:20:57Z
10601218,TheDutchMan13,1330847,2,49373876,2017-06-08T17:20:58Z
10601234,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:01Z
10601236,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:01Z
10601252,balrog-kun,20587,2,4332433,2010-04-05T12:30:28Z
10601265,TheDutchMan13,1330847,2,49373876,2017-06-08T17:21:05Z
10601269,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:06Z
10601298,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:10Z
10601316,TheDutchMan13,1330847,2,49373876,2017-06-08T17:21:12Z
10601320,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:13Z
10601321,TheDutchMan13,1330847,2,49373876,2017-06-08T17:21:13Z
10601355,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:18Z
10601359,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:18Z
10601360,TheDutchMan13,1330847,4,49373876,2017-06-08T17:21:19Z
10601361,dannykath,2226712,3,31692491,2015-06-03T13:58:45Z
10601378,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:21Z
10601415,dchiles,153669,3,20232306,2014-01-27T16:56:51Z
10601453,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:30Z
10601464,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:32Z
10601468,Hartmut Holzgraefe,12448,3,4289469,2010-03-31T22:07:50Z
10601498,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:36Z
10601508,TheDutchMan13,1330847,4,49373876,2017-06-08T17:21:37Z
10601509,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:37Z
10601515,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:38Z
10601529,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:40Z
10601538,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:41Z
10601550,TheDutchMan13,1330847,2,49373876,2017-06-08T17:21:43Z
10601572,TheDutchMan13,1330847,4,49373876,2017-06-08T17:21:46Z
10601594,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:50Z
10601622,TheDutchMan13,1330847,4,49373876,2017-06-08T17:21:53Z
10601653,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:56Z
10601667,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:58Z
10601671,TheDutchMan13,1330847,3,49373876,2017-06-08T17:21:58Z
10601681,TheDutchMan13,1330847,2,49373876,2017-06-08T17:21:59Z
10601702,TheDutchMan13,1330847,5,49373876,2017-06-08T17:22:02Z
10601707,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:02Z
10601714,balrog-kun,20587,2,4248199,2010-03-27T16:53:12Z
10601723,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:04Z
10601736,TheDutchMan13,1330847,4,49373876,2017-06-08T17:22:06Z
10601737,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:07Z
10601738,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:07Z
10601747,TheDutchMan13,1330847,2,49373876,2017-06-08T17:22:08Z
10601760,balrog-kun,20587,3,4332433,2010-04-05T12:30:29Z
10601774,balrog-kun,20587,2,4248199,2010-03-27T16:53:21Z
10601800,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:14Z
10601824,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:17Z
10601830,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:18Z
10601885,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:27Z
10601950,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:33Z
10601951,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:34Z
10601956,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:34Z
10601977,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:37Z
10601980,balrog-kun,20587,2,4248199,2010-03-27T16:53:49Z
10601993,dchiles,153669,3,20232306,2014-01-27T16:56:49Z
10602006,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:41Z
10602044,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:47Z
10602050,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:48Z
10602051,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:48Z
10602068,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:51Z
10602073,Hartmut Holzgraefe,12448,3,4289469,2010-03-31T22:07:51Z
10602096,balrog-kun,20587,2,4248199,2010-03-27T16:54:05Z
10602109,TheDutchMan13,1330847,3,49373876,2017-06-08T17:22:55Z
10602168,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:03Z
10602199,TheDutchMan13,1330847,2,49373876,2017-06-08T17:23:08Z
10602202,TheDutchMan13,1330847,2,49373876,2017-06-08T17:23:08Z
10602203,TheDutchMan13,1330847,2,49373876,2017-06-08T17:23:08Z
10602209,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:09Z
10602211,TheDutchMan13,1330847,4,49373876,2017-06-08T17:23:09Z
10602230,balrog-kun,20587,2,4248199,2010-03-27T16:54:23Z
10602270,balrog-kun,20587,2,4248199,2010-03-27T16:54:28Z
10602279,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:18Z
10602281,balrog-kun,20587,2,4248199,2010-03-27T16:54:30Z
10602358,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:28Z
10602360,balrog-kun,20587,2,4248199,2010-03-27T16:54:41Z
10602395,dchiles,153669,3,20232306,2014-01-27T16:57:04Z
10602401,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:31Z
10602428,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:34Z
10602454,TheDutchMan13,1330847,2,49373876,2017-06-08T17:23:38Z
10602457,balrog-kun,20587,2,4248199,2010-03-27T16:54:53Z
10602490,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:42Z
10602494,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:43Z
10602545,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:49Z
10602550,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:50Z
10602560,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:51Z
10602595,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:56Z
10602607,TheDutchMan13,1330847,3,49373876,2017-06-08T17:23:58Z
10602662,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:06Z
10602663,TheDutchMan13,1330847,4,49373876,2017-06-08T17:24:06Z
10602665,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:07Z
10602673,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:08Z
10602700,dchiles,153669,3,20232306,2014-01-27T16:56:51Z
10602718,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:13Z
10602724,balrog-kun,20587,2,4248199,2010-03-27T16:55:30Z
10602726,RichRico,2219338,3,49110504,2017-05-30T17:40:41Z
10602732,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:15Z
10602746,TheDutchMan13,1330847,2,49373876,2017-06-08T17:24:17Z
10602806,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:20Z
10602814,TheDutchMan13,1330847,2,49373876,2017-06-08T17:24:22Z
10602834,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:24Z
10602835,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:24Z
10602850,TheDutchMan13,1330847,6,49373876,2017-06-08T17:24:26Z
10602851,TheDutchMan13,1330847,5,49373876,2017-06-08T17:24:27Z
10602877,DaveHansenTiger,7168,1,358521,2007-10-30T17:44:48Z
10602903,TheDutchMan13,1330847,2,49373876,2017-06-08T17:24:34Z
10602942,balrog-kun,20587,2,4248199,2010-03-27T16:56:12Z
10602987,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:43Z
10602996,TheDutchMan13,1330847,4,49373876,2017-06-08T17:24:44Z
10603007,TheDutchMan13,1330847,4,49373876,2017-06-08T17:24:45Z
10603015,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:47Z
10603020,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:48Z
10603032,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:50Z
10603046,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:51Z
10603049,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:52Z
10603073,DanHomerick,160138,3,5005032,2010-06-16T23:02:40Z
10603076,TheDutchMan13,1330847,4,49373876,2017-06-08T17:24:56Z
10603090,TheDutchMan13,1330847,3,49373876,2017-06-08T17:24:58Z
10603093,balrog-kun,20587,2,4248199,2010-03-27T16:56:35Z
10603106,TheDutchMan13,1330847,4,49373876,2017-06-08T17:25:00Z
10603136,TheDutchMan13,1330847,2,49373876,2017-06-08T17:25:04Z
10603139,dannykath,2226712,5,31692491,2015-06-03T13:58:45Z
10603145,DaveHansenTiger,7168,1,358521,2007-10-30T17:48:22Z
10603163,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:07Z
10603201,TheDutchMan13,1330847,2,49373876,2017-06-08T17:25:11Z
10603212,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:13Z
10603220,TheDutchMan13,1330847,2,49373876,2017-06-08T17:25:14Z
10603222,balrog-kun,20587,2,4248199,2010-03-27T16:56:53Z
10603249,TheDutchMan13,1330847,4,49373876,2017-06-08T17:25:17Z
10603250,TheDutchMan13,1330847,8,49373876,2017-06-08T17:25:17Z
10603287,TheDutchMan13,1330847,4,49373876,2017-06-08T17:25:19Z
10603295,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:19Z
10603328,dchiles,153669,3,20232306,2014-01-27T16:56:48Z
10603329,dchiles,153669,3,20232306,2014-01-27T16:56:48Z
10603330,Eureka gold,532783,3,9545188,2011-10-13T08:48:46Z
10603342,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:23Z
10603343,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:23Z
10603353,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:25Z
10603355,TheDutchMan13,1330847,4,49373876,2017-06-08T17:25:25Z
10603356,balrog-kun,20587,2,4248199,2010-03-27T16:57:07Z
10603362,TheDutchMan13,1330847,2,49373876,2017-06-08T17:25:26Z
10603373,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:27Z
10603396,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:30Z
10603431,balrog-kun,20587,2,4248199,2010-03-27T16:57:20Z
10603475,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:39Z
10603483,oldtopos,169004,4,12198415,2012-07-12T17:45:40Z
10603490,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:41Z
10603498,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:42Z
10603510,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:43Z
10603540,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:47Z
10603616,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:54Z
10603624,TheDutchMan13,1330847,2,49373876,2017-06-08T17:25:55Z
10603635,TheDutchMan13,1330847,3,49373876,2017-06-08T17:25:56Z
10603645,Hartmut Holzgraefe,12448,3,4289469,2010-03-31T22:07:37Z
10603646,TheDutchMan13,1330847,4,49373876,2017-06-08T17:25:58Z
10603687,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:02Z
10603706,TheDutchMan13,1330847,2,49373876,2017-06-08T17:26:04Z
10603711,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:05Z
10603727,balrog-kun,20587,2,4248199,2010-03-27T16:57:57Z
10603746,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:09Z
10603794,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:15Z
10603795,Hartmut Holzgraefe,12448,3,4289469,2010-03-31T22:08:20Z
10603806,TheDutchMan13,1330847,2,49373876,2017-06-08T17:26:17Z
10603824,balrog-kun,20587,2,4248199,2010-03-27T16:58:09Z
10603858,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:21Z
10603859,balrog-kun,20587,2,4248199,2010-03-27T16:58:13Z
10603897,TheDutchMan13,1330847,4,49373876,2017-06-08T17:26:26Z
10603905,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:26Z
10603944,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:30Z
10604002,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:37Z
10604027,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:39Z
10604033,balrog-kun,20587,2,4248199,2010-03-27T16:58:36Z
10604045,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:42Z
10604060,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:44Z
10604065,TheDutchMan13,1330847,2,49373876,2017-06-08T17:26:44Z
10604091,dchiles,153669,3,20271418,2014-01-29T19:47:10Z
10604098,balrog-kun,20587,3,4332433,2010-04-05T12:30:31Z
10604099,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:50Z
10604111,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:52Z
10604112,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:52Z
10604116,balrog-kun,20587,2,4248199,2010-03-27T16:58:48Z
10604122,DaveHansenTiger,7168,1,358521,2007-10-30T18:02:40Z
10604132,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:53Z
10604146,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:55Z
10604156,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:56Z
10604173,TheDutchMan13,1330847,3,49373876,2017-06-08T17:26:58Z
10604193,TheDutchMan13,1330847,2,49373876,2017-06-08T17:27:00Z
10604210,dchiles,153669,3,20232306,2014-01-27T16:56:51Z
10604222,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:04Z
10604241,dchiles,153669,7,20232306,2014-01-27T16:56:48Z
10604255,TheDutchMan13,1330847,2,49373876,2017-06-08T17:27:08Z
10604265,balrog-kun,20587,2,4248199,2010-03-27T16:59:10Z
10604369,balrog-kun,20587,2,4248199,2010-03-27T16:59:34Z
10604396,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:25Z
10604406,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:26Z
10604407,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:26Z
10604434,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:29Z
10604499,balrog-kun,20587,2,4248199,2010-03-27T16:59:52Z
10604506,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:38Z
10604545,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:44Z
10604547,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:44Z
10604549,jgcampos1,1844075,3,25931772,2014-10-08T04:12:56Z
10604550,balrog-kun,20587,2,4248199,2010-03-27T16:59:59Z
10604556,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:45Z
10604557,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:45Z
10604597,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:46Z
10604618,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:49Z
10604638,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:51Z
10604652,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:52Z
10604682,balrog-kun,20587,2,4248199,2010-03-27T17:00:13Z
10604685,TheDutchMan13,1330847,2,49373876,2017-06-08T17:27:56Z
10604693,TheDutchMan13,1330847,3,49373876,2017-06-08T17:27:57Z
10604721,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:01Z
10604727,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:02Z
10604773,DaveHansenTiger,7168,1,358927,2007-10-30T18:13:02Z
10604792,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:10Z
10604795,DaveHansenTiger,7168,1,358927,2007-10-30T18:13:25Z
10604833,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:16Z
10604866,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:21Z
10604876,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:22Z
10604884,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:24Z
10604895,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:26Z
10604903,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:27Z
10604913,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:28Z
10604962,MikeN,135163,8,39421659,2016-05-19T11:18:51Z
10604965,DaveHansenTiger,7168,1,358927,2007-10-30T18:16:13Z
10605008,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:29Z
10605027,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:32Z
10605035,TheDutchMan13,1330847,2,49373876,2017-06-08T17:28:34Z
10605089,TheDutchMan13,1330847,2,49373876,2017-06-08T17:28:41Z
10605116,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:44Z
10605120,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:44Z
10605132,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:45Z
10605147,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:47Z
10605158,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:48Z
10605160,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:48Z
10605231,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:57Z
10605243,TheDutchMan13,1330847,3,49373876,2017-06-08T17:28:59Z
10605275,TheDutchMan13,1330847,5,49373876,2017-06-08T17:29:02Z
10605281,TheDutchMan13,1330847,3,49373876,2017-06-08T17:29:03Z
